200 9950
54 103 91
140 69 84
60 145 25
106 156 98
180 48 54
14 36 57
100 17 26
126 154 10
11 156 43
114 150 41
182 30 89
173 35 69
101 133 54
177 171 16
30 30 7
80 137 11
149 36 31
151 122 26
148 138 5
151 138 28
86 64 80
147 147 16
93 141 63
69 22 90
59 137 64
37 88 1
35 68 26
92 161 69
63 141 13
153 119 54
57 148 23
122 154 53
196 74 59
87 197 61
185 102 80
146 67 36
34 53 66
19 90 70
6 95 62
36 63 59
167 52 57
79 84 98
86 163 19
133 133 16
36 5 92
83 154 91
5 90 12
169 126 72
60 83 2
155 1 61
195 82 2
130 133 20
39 23 47
65 149 11
76 17 41
70 85 90
120 195 35
49 62 9
37 116 99
190 106 21
69 115 40
144 13 25
105 22 64
154 107 67
194 198 69
199 90 24
58 184 72
36 92 50
119 182 12
9 149 55
177 149 92
178 50 24
139 163 62
130 148 84
177 80 78
39 156 100
84 71 73
17 71 7
29 120 55
34 40 44
140 139 92
74 2 94
123 99 45
175 122 16
149 189 17
179 146 98
55 86 88
177 133 61
87 91 94
173 144 35
88 163 91
111 33 18
122 2 2
84 42 67
170 53 1
132 73 43
152 156 2
173 146 95
93 21 23
143 7 73
181 49 90
172 116 29
184 136 60
86 123 29
107 79 60
185 76 64
186 199 21
185 197 83
126 138 34
182 27 83
169 138 36
40 33 64
158 12 28
126 43 5
35 148 17
2 9 26
34 74 64
89 147 39
196 56 48
26 5 25
127 90 38
198 31 37
132 184 39
88 170 87
47 28 62
163 27 86
184 73 16
98 30 90
169 15 34
148 107 25
137 177 14
11 44 54
158 85 78
161 115 27
159 100 44
136 193 51
128 7 49
103 89 3
72 34 65
133 127 96
23 43 86
54 113 6
133 193 27
88 80 76
71 43 11
108 188 11
12 132 9
33 49 69
55 143 79
163 24 44
98 29 58
66 73 78
113 64 74
39 75 17
137 64 93
172 71 17
150 57 13
37 35 26
15 8 16
49 142 3
184 184 52
72 15 15
81 99 39
176 50 58
147 169 84
132 134 45
191 186 15
128 27 33
165 101 60
168 190 65
131 120 28
188 35 88
58 163 48
22 148 96
94 65 65
5 96 29
81 9 45
161 37 51
76 97 50
81 13 18
151 199 49
49 170 99
135 128 3
106 12 14
169 128 5
139 117 6
42 38 72
96 188 86
125 48 96
104 81 96
23 115 79
136 141 65
99 27 3
54 170 24
176 31 66
34 188 62
15 159 25
49 183 36
185 121 95
33 37 89
34 66 54
75 100 70
150 69 58
45 18 18
124 47 42
195 70 7
84 185 46
160 124 98
171 142 53
73 142 72
24 169 27
94 96 12
183 58 53
179 141 76
8 70 88
144 182 91
184 16 5
140 158 32
188 83 47
33 165 27
16 19 76
115 49 93
123 47 1
175 93 91
103 132 78
11 154 75
161 133 93
91 58 9
183 194 95
116 44 17
57 71 28
106 48 21
149 153 90
56 10 29
78 199 59
162 135 59
180 145 100
0 31 92
192 18 33
135 60 96
36 93 39
22 147 49
64 154 80
162 67 67
182 177 98
198 198 91
163 60 72
187 106 19
151 127 27
173 24 38
145 174 25
127 198 38
77 80 34
5 128 50
48 2 45
148 61 81
15 40 3
112 25 79
81 195 67
80 171 72
123 184 10
132 13 1
109 7 72
2 17 35
55 84 68
165 108 61
189 121 39
92 81 52
27 143 39
0 169 4
121 107 93
196 42 8
170 177 33
157 105 56
172 130 31
126 41 37
39 134 92
28 118 90
9 104 72
161 70 42
132 90 59
27 150 84
150 50 64
94 91 47
13 189 77
195 35 28
147 156 59
84 195 78
10 26 58
173 110 1
63 48 44
11 103 91
133 120 66
156 170 46
133 0 77
60 178 86
158 62 96
39 137 20
43 29 89
187 182 2
139 124 38
69 39 45
109 193 38
58 148 58
152 111 4
30 165 20
127 140 21
114 1 81
34 70 89
49 163 71
181 177 15
122 57 17
51 34 15
180 130 6
98 132 66
30 199 18
175 32 58
90 32 100
198 61 16
103 38 78
9 23 26
83 113 100
65 10 9
32 128 36
25 15 97
153 60 46
142 164 5
57 61 61
51 168 55
189 184 41
124 187 40
61 82 33
10 105 16
60 66 37
22 82 24
130 41 50
38 57 39
83 176 65
158 135 21
152 29 30
50 44 17
111 128 28
10 162 1
129 108 35
90 39 83
52 114 45
39 127 53
4 59 69
159 165 17
185 118 94
13 164 46
185 82 100
186 108 34
43 10 78
154 145 7
108 192 89
83 195 5
32 99 96
147 37 79
117 2 10
188 141 41
134 199 62
7 156 65
16 127 8
72 109 21
101 151 37
136 24 74
93 174 3
93 13 63
85 42 6
65 74 64
80 26 63
131 184 78
88 180 90
133 182 21
59 43 61
108 162 29
108 10 16
152 180 98
155 67 40
178 199 42
130 66 67
180 192 14
78 105 10
195 117 1
122 87 90
93 103 73
75 95 95
199 79 54
16 194 60
65 36 85
187 54 37
86 70 8
80 185 5
113 62 43
124 130 35
120 39 5
158 2 47
164 3 3
110 54 40
175 18 78
26 39 57
198 0 99
193 57 64
171 39 61
113 106 43
149 188 99
17 63 22
48 100 3
180 44 3
130 101 96
42 183 2
186 23 37
25 175 81
89 55 3
177 134 82
97 186 10
36 186 88
66 83 70
11 121 44
26 14 5
174 180 79
107 1 86
119 91 76
28 63 34
146 190 60
159 178 38
15 140 78
61 197 40
78 108 60
181 27 63
60 150 83
39 2 54
34 128 67
184 150 78
47 186 18
104 117 81
90 117 89
22 57 73
136 34 2
9 35 70
30 31 11
167 179 21
6 34 99
104 158 54
77 105 27
194 105 55
148 20 51
93 0 70
114 161 45
77 99 46
128 193 100
103 88 45
22 187 6
137 3 7
62 71 92
68 193 70
39 83 25
97 175 24
184 152 53
128 148 47
198 48 33
149 60 27
60 26 46
94 43 97
63 143 1
191 114 66
83 133 83
103 119 2
94 191 87
182 68 43
57 91 10
111 97 1
144 31 35
49 22 97
101 147 34
90 179 69
76 0 28
55 38 34
156 141 21
0 50 54
154 71 93
42 124 99
130 194 81
120 130 36
43 4 76
85 141 35
6 69 30
87 96 50
117 22 33
147 122 5
37 3 14
142 178 44
145 159 97
53 92 72
138 43 70
70 187 75
63 155 13
149 135 43
31 128 57
165 163 23
0 4 57
68 25 83
47 197 5
2 85 11
106 56 58
163 115 41
37 159 100
119 68 53
96 131 10
159 127 50
64 95 97
24 159 19
2 100 14
118 126 87
72 152 61
1 158 4
184 128 87
165 71 53
45 68 3
51 1 49
57 41 82
58 39 85
26 105 23
143 131 92
111 150 94
144 142 31
150 191 50
154 45 28
120 103 70
16 178 6
153 125 98
165 49 72
198 10 50
20 182 18
199 193 95
111 114 64
35 125 5
161 71 92
83 9 48
79 157 71
0 126 8
69 16 62
136 197 95
177 60 62
132 36 35
115 85 32
17 170 53
132 18 27
105 95 94
171 23 15
195 49 51
73 15 52
82 21 3
146 148 45
95 169 16
138 79 2
188 123 4
104 40 19
126 12 97
183 160 10
46 34 52
174 196 17
125 125 78
31 25 9
180 0 15
99 76 12
105 12 16
16 71 39
130 117 54
125 168 11
58 43 97
20 139 23
27 59 34
101 100 83
85 63 18
164 121 49
37 132 99
112 4 20
183 131 30
148 82 35
136 98 38
181 176 57
153 170 55
128 128 9
177 37 92
87 161 11
9 52 96
10 130 98
26 78 88
32 188 23
155 49 2
51 42 39
2 53 81
89 130 17
103 76 94
111 165 15
84 159 31
106 94 41
100 172 46
108 155 73
191 122 16
47 187 35
108 98 23
183 183 72
22 89 39
2 104 87
171 34 65
166 112 53
175 124 27
89 69 34
98 148 11
62 31 80
104 8 14
123 3 28
158 61 11
89 33 1
129 147 4
90 142 27
98 72 36
185 148 33
189 125 99
5 95 95
